,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,Phone Number,International Phone Number,Website,Google maps URL,price_level
224,OPERATIONAL,"{'location': {'lat': 38.69512840000001, 'lng': -9.2145247}, 'viewport': {'northeast': {'lat': 38.69642577989272, 'lng': -9.21314797010728}, 'southwest': {'lat': 38.69372612010728, 'lng': -9.215847629892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Grijó,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107447250423237792982"">Nuno Pinto</a>'], 'photo_reference': 'Aap_uEB6_kOZG8tcjAezcedJMjpq5kRAWjBb86DE5mgpPwliN3UNfrSa5No26jNOYR-_Cwohl6t3OWC3RQQyJ0EvJZQ887MCYkprbLvapn2mURTgdPaj7SDNTERmtPY2h3YjT5jFU_BFAyyk9xkhqkZflkY4GWZK2aArvnzwgsB-HKFjb3ZF', 'width': 3264}]",ChIJXxvwWWjLHg0RVuZJPjdSywk,"{'compound_code': 'MQWP+35 Lisbon', 'global_code': '8CCGMQWP+35'}",4.7,ChIJXxvwWWjLHg0RVuZJPjdSywk,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",14.0,"R. Bartolomeu Dias 172, Lisboa",21 868 5264,+351 21 868 5264,https://www.farmaciasportuguesas.pt/,https://maps.google.com/?cid=705748163835323990,
225,OPERATIONAL,"{'location': {'lat': 38.7004027, 'lng': -9.225569199999999}, 'viewport': {'northeast': {'lat': 38.70175252989273, 'lng': -9.224219370107276}, 'southwest': {'lat': 38.69905287010729, 'lng': -9.22691902989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Ocidental,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115159462704039247962"">A Google User</a>'], 'photo_reference': 'Aap_uECnc1bUJCO9FhIrK35d7slCiw7o6lmmxGynBLzXmAeEFZO3n8YawTAq_MJih42GOW9sRObbS572gHwCyIJyeGc5Twlety6t8ezmAunuHZVm43B0qBUfbukMgaNcdk7OzcD8bUfdX2BgKvVOgNkC4JMWt2qyNUEC7PdVuW_KGZv44xPW', 'width': 4032}]",ChIJZxL1c3vLHg0RQb0eq2aBdwM,"{'compound_code': 'PQ2F+5Q Lisbon', 'global_code': '8CCGPQ2F+5Q'}",4.3,ChIJZxL1c3vLHg0RQb0eq2aBdwM,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",7.0,"R. Dom Jerónimo Osório 18D, Lisboa",21 301 0256,+351 21 301 0256,http://farmacia-ocidental.webnode.pt/,https://maps.google.com/?cid=249810582299917633,
226,OPERATIONAL,"{'location': {'lat': 38.7119484, 'lng': -9.213559799999999}, 'viewport': {'northeast': {'lat': 38.71333362989272, 'lng': -9.212180870107279}, 'southwest': {'lat': 38.71063397010728, 'lng': -9.214880529892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Fénix,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116403160998928237679"">Paulo Inácio</a>'], 'photo_reference': 'Aap_uEBQO8Si2QwSvPgf5gBh_K-DpwtOT10ehz3a7vU7BrQBtMogGN4e3rSwjDPEHATqCh5-29zI-G11d8til06IsjDYwVOJhws6M0e759SUJg2NWWfKD72DdeFZUurE86IIhiJTBQAPV9VwheY4Aly7g37zfwqnbr_cnOns7UIpqQbwGqCQ', 'width': 3264}]",ChIJgzpVOp_MHg0RT9ZiCiX9l7Y,"{'compound_code': 'PQ6P+QH Lisbon', 'global_code': '8CCGPQ6P+QH'}",3.2,ChIJgzpVOp_MHg0RT9ZiCiX9l7Y,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",10.0,"Av. Dr. Mário Moutinho 1517, Lisboa",21 302 1063,+351 21 302 1063,https://www.farmaciasdeservico.net/f/13790/Farmacia_Fenix/,https://maps.google.com/?cid=13157263171916060239,
227,OPERATIONAL,"{'location': {'lat': 38.6962204, 'lng': -9.2196068}, 'viewport': {'northeast': {'lat': 38.69752487989272, 'lng': -9.218282170107278}, 'southwest': {'lat': 38.69482522010728, 'lng': -9.220981829892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmacia Higilux,{'open_now': True},"[{'height': 377, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108475378682673599534"">A Google User</a>'], 'photo_reference': 'Aap_uEBHH6LWzS4e6FtFWjJfTsKoVJe_d9r377pEBltTmpDwmXEX3RZNGX22scknj-Qb50mvUa8weCmMnH-63b7IEeVGVNQaSctIEqVKWpDOwBvI3b0FPFsPPXMsHp6vWMkIg50M6tcyMMHPObTC9qJNCzfAy0mNyr-wlmSjyy5rxYJ2a0ca', 'width': 566}]",ChIJ1xfEZG_LHg0RUgUE47YjKrU,"{'compound_code': 'MQWJ+F5 Lisbon', 'global_code': '8CCGMQWJ+F5'}",4.0,ChIJ1xfEZG_LHg0RUgUE47YjKrU,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",5.0,"R. de Pedrouços 50A, Lisboa",21 301 0280,+351 21 301 0280,https://higiluxonline.pt/,https://maps.google.com/?cid=13054285738286515538,
228,OPERATIONAL,"{'location': {'lat': 38.6985679, 'lng': -9.2280552}, 'viewport': {'northeast': {'lat': 38.70022007989272, 'lng': -9.226292370107279}, 'southwest': {'lat': 38.69752042010727, 'lng': -9.228992029892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia da Estação de Algés,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106013801728797870868"">Alex Pavlov</a>'], 'photo_reference': 'Aap_uEDNd7tboLsApC0RI-xUeNdWVTYGiJHg3IEJiF4mukeSx94nRlhVZww9jD4RI16bJzt1GlbeLqUAww7v48Vvmv_OMCML5ieshRwapeWfq3rZVBhUDQQ8hBjp766zWAxI50wQ71Z8uVGJr_LBLxZ5b9gmaR3IE7v6Q7CUVQOtxELgtxOV', 'width': 3120}]",ChIJ1eUh0nvLHg0RK9cMUStKBOY,"{'compound_code': 'MQXC+CQ Algés', 'global_code': '8CCGMQXC+CQ'}",4.1,ChIJ1eUh0nvLHg0RK9cMUStKBOY,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",15.0,"R. Maj. Afonso Palla 5, Algés",21 411 4487,+351 21 411 4487,http://www.farmaciaestacao.pt/,https://maps.google.com/?cid=16574454078534113067,
229,OPERATIONAL,"{'location': {'lat': 38.7114053, 'lng': -9.2281275}, 'viewport': {'northeast': {'lat': 38.71266772989272, 'lng': -9.226733470107279}, 'southwest': {'lat': 38.70996807010728, 'lng': -9.229433129892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia das Túlipas,{'open_now': True},"[{'height': 1956, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117658175803232619846"">Pedro Brito Simões</a>'], 'photo_reference': 'Aap_uEBKdbVi2hnGCPCf-bIxKQL-LrhFuXeaZKfNLMTsNqWuGXqXO3FCqgsbBXCx4Q2tpp2FWmrw6rU7okonm8AKT-p-vfDRq8ZqC3BMcXCcLUH4uQzjLrQ69rXUFigtHQacBTu3BZwVR7aNLcR1gpxVHuIePJWIIAdlc569lBwJ5RAPQeVh', 'width': 4128}]",ChIJf2DQ84PMHg0R6chK_Bv8vNs,"{'compound_code': 'PQ6C+HP Algés', 'global_code': '8CCGPQ6C+HP'}",4.9,ChIJf2DQ84PMHg0R6chK_Bv8vNs,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",22.0,"Av. das Túlipas 19A B, Algés",21 410 1486,+351 21 410 1486,https://www.facebook.com/farmaciadastulipas/,https://maps.google.com/?cid=15833807587054897385,
230,OPERATIONAL,"{'location': {'lat': 38.7022503, 'lng': -9.227597600000001}, 'viewport': {'northeast': {'lat': 38.70358242989272, 'lng': -9.226271670107279}, 'southwest': {'lat': 38.70088277010728, 'lng': -9.228971329892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Miraflores,{'open_now': True},"[{'height': 1214, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109373725364407275747"">Nada</a>'], 'photo_reference': 'Aap_uECV5JnwMpKQu3Av9L_Z0R_01wQiJStt1TXUXVKCx013V79kYZP6TM0B5hu6PbxLE9CCqoosIVsphOU5r3YKBFxxfuKxeF-FsTlGYUNwNfg_Vm3xv0G9E8jDTbB59aO9wxCqzWp6f42WEedT32T3i7gbRRDPru5chp-YJLMyYol4Me_2', 'width': 2378}]",ChIJc9joFnzLHg0RWYtrpGt8KHU,"{'compound_code': 'PQ2C+WX Lisbon', 'global_code': '8CCGPQ2C+WX'}",4.4,ChIJc9joFnzLHg0RWYtrpGt8KHU,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",5.0,"R. Dr. António Granjo 2B, Lisboa",21 410 1161,+351 21 410 1161,https://www.facebook.com/farmaciamiraflores/,https://maps.google.com/?cid=8442134303267851097,
231,OPERATIONAL,"{'location': {'lat': 38.714091, 'lng': -9.2255214}, 'viewport': {'northeast': {'lat': 38.71538917989272, 'lng': -9.224195270107279}, 'southwest': {'lat': 38.71268952010728, 'lng': -9.226894929892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Combatentes,{'open_now': True},"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100215104740732614900"">Farmácia Combatentes</a>'], 'photo_reference': 'Aap_uEDu8w72gMcM4RoWYoTA3rK0dMx3dY_wpFuv0YZ_5-TezMsdEsJlHpIzDzIwBGuFmm0VB1ORigoWATYhw6LKnjtpO5av0ygGcso4UefSyaWTuLlMvFjC4uNGFacLTq7y0HEv1CcCX5S4rmgIyDqVHRQbxrUHu_L6OlclbB4S1pVrqcZG', 'width': 2048}]",ChIJuU14_ITMHg0R4LMPflVZL_4,"{'compound_code': 'PQ7F+JQ Algés', 'global_code': '8CCGPQ7F+JQ'}",4.2,ChIJuU14_ITMHg0R4LMPflVZL_4,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",19.0,"Alameda Fernão Lopes 14, Algés",21 410 4953,+351 21 410 4953,http://www.farmaciacombatentes.pt/,https://maps.google.com/?cid=18315956433261147104,
232,OPERATIONAL,"{'location': {'lat': 38.7006582, 'lng': -9.229524099999999}, 'viewport': {'northeast': {'lat': 38.70201112989272, 'lng': -9.228277020107276}, 'southwest': {'lat': 38.69931147010728, 'lng': -9.23097667989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Pharmacy Nifo,{'open_now': True},"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105479154108267620303"">105479154108267620303</a>'], 'photo_reference': 'Aap_uEBKDqSm1P0tesprRr4epia_Jcobdr1x1790cM1nF9osxfaCU7AML3lEdV4-6RODRnYn58waES0a6hFMmn-EteLLXtBFGKXN6LL8dRKWGPmSwYKOlfbpWILXKFnAoYM2ClNDSx_ktCNBPuwHzcLC3b5gzTWhzbyBwA40GHDPQbhdJWNe', 'width': 768}]",ChIJRy-jTnnLHg0RSPeQvVH2oPc,"{'compound_code': 'PQ2C+75 Algés', 'global_code': '8CCGPQ2C+75'}",4.5,ChIJRy-jTnnLHg0RSPeQvVH2oPc,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",34.0,"Av. Combatentes da Grande Guerra 64, Algés",21 411 2070,+351 21 411 2070,http://www.farmacianifo.com/,https://maps.google.com/?cid=17843532554575083336,
233,OPERATIONAL,"{'location': {'lat': 38.71411, 'lng': -9.2255601}, 'viewport': {'northeast': {'lat': 38.71546847989272, 'lng': -9.224252870107277}, 'southwest': {'lat': 38.71276882010728, 'lng': -9.22695252989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Combatentes,{'open_now': True},,ChIJkX4n1WbNHg0RlOpmViM0qTM,"{'compound_code': 'PQ7F+JQ Algés', 'global_code': '8CCGPQ7F+JQ'}",0.0,ChIJkX4n1WbNHg0RlOpmViM0qTM,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",0.0,"Alameda Fernão Lopes 14 Edifício DUO, Algés",21 410 4953,+351 21 410 4953,http://www.farmaciacombatentes.pt/,https://maps.google.com/?cid=18315956433261147104,
234,OPERATIONAL,"{'location': {'lat': 38.7011869, 'lng': -9.229839400000001}, 'viewport': {'northeast': {'lat': 38.70253672989271, 'lng': -9.228489570107278}, 'southwest': {'lat': 38.69983707010727, 'lng': -9.231189229892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Branco,{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112970982218547643086"">A Google User</a>'], 'photo_reference': 'Aap_uECqxchv-y4G3tJtK-6EyICtOLAH2m53yf0tLW6gnJjQY86-gxVKNBLmWlkjc_tpP_TlRRzR3I96jqBjf0Kt7nCHZip6l99Omj4Dwn3iD-AGDLLk_fQgyisWDUseanClkyjHOzh3rrcbYL8yXqyVxpr08b4-r1ysGHiFsQkKF2tsw_FE', 'width': 3888}]",ChIJFZI-Yn7LHg0REF5fNSeIObc,"{'compound_code': 'PQ2C+F3 Algés', 'global_code': '8CCGPQ2C+F3'}",4.3,ChIJFZI-Yn7LHg0REF5fNSeIObc,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",19.0,"Av. Combatentes da Grande Guerra 29, Algés",21 726 4450,+351 21 726 4450,https://farmaciaaltodosmoinhos.com/,https://maps.google.com/?cid=15308364878587538602,
235,OPERATIONAL,"{'location': {'lat': 38.7009003, 'lng': -9.231172599999999}, 'viewport': {'northeast': {'lat': 38.70228317989272, 'lng': -9.229876270107278}, 'southwest': {'lat': 38.69958352010728, 'lng': -9.232575929892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Miramar,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116928221663663313395"">A Google User</a>'], 'photo_reference': 'Aap_uEA73XpKdguluLlUNQnLUi1_s4QeEyLT-FCI_H-TWYPV0ZPm9zM9jnnrJZf82PJ0E22PwcwWVAtZNAW3M78sVFjk3dnIQSO7TokMpJ1SofyTm90pW3QvBCTzGQIJjy03jvkx1Yh8xNxMuMCWRfXaJEjVBYd9r5nBIaYhTqptko3vHWM8', 'width': 1600}]",ChIJQ2VI1X7LHg0R6SrfyZIBmvs,"{'compound_code': 'PQ29+9G Algés', 'global_code': '8CCGPQ29+9G'}",4.5,ChIJQ2VI1X7LHg0R6SrfyZIBmvs,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",17.0,"R. Ernesto da Silva 71C, Algés",21 452 7014,+351 21 452 7014,http://grupoamorimsaude.com/,https://maps.google.com/?cid=13141030362569547289,
236,OPERATIONAL,"{'location': {'lat': 38.7038627, 'lng': -9.2284842}, 'viewport': {'northeast': {'lat': 38.70521517989272, 'lng': -9.227209920107278}, 'southwest': {'lat': 38.70251552010728, 'lng': -9.229909579892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Drogaria Mariais Lda,,,ChIJnYcK1X3LHg0RL5p1B95CRJg,"{'compound_code': 'PQ3C+GJ Algés', 'global_code': '8CCGPQ3C+GJ'}",3.8,ChIJnYcK1X3LHg0RL5p1B95CRJg,GOOGLE,"['drugstore', 'health', 'point_of_interest', 'store', 'establishment']",8.0,"R. Luís de Camões 80, Algés",21 410 6353,+351 21 410 6353,,https://maps.google.com/?cid=10971968113556691503,
237,OPERATIONAL,"{'location': {'lat': 38.6985473, 'lng': -9.2259023}, 'viewport': {'northeast': {'lat': 38.69996497989272, 'lng': -9.224782020107277}, 'southwest': {'lat': 38.69726532010727, 'lng': -9.22748167989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,A Botica do Restelo,{'open_now': False},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107811228477881943132"">A Google User</a>'], 'photo_reference': 'Aap_uEBhHMdzFvXRNYrWxT4u3aDL4VvV7bPlNKXWh0LHWbCIv_p8SZGu7uFp-SOxccGOYnpvaIQawN8t4pkRzoet2ZHPemNG8_Nta0djSeINdJ-OEuYGlkatESxG5wIvLkWnTYBXnFj9gBpRkFrCU8Zw96Lj2O4NCLq-DEs219a8aKKcqp4B', 'width': 1920}]",ChIJJaJLP8nLHg0Rd0IaC1ps_SY,"{'compound_code': 'MQXF+CJ Lisbon', 'global_code': '8CCGMQXF+CJ'}",1.0,ChIJJaJLP8nLHg0Rd0IaC1ps_SY,GOOGLE,"['drugstore', 'pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",1.0,"Av. Dom Vasco da Gama 45, Lisboa",21 130 9090,+351 21 130 9090,,https://maps.google.com/?cid=2809520876538184311,
238,OPERATIONAL,"{'location': {'lat': 38.7201804, 'lng': -9.231496600000002}, 'viewport': {'northeast': {'lat': 38.72160197989272, 'lng': -9.230127470107279}, 'southwest': {'lat': 38.71890232010728, 'lng': -9.232827129892723}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Mota Capitão,{'open_now': True},,ChIJ1ZOFoInMHg0RsrGhPOIP3VA,"{'compound_code': 'PQC9+3C Carnaxide', 'global_code': '8CCGPQC9+3C'}",4.1,ChIJ1ZOFoInMHg0RsrGhPOIP3VA,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",11.0,"485, Av. Edmundo Lima Basto 19B C, Carnaxide",21 418 9799,+351 21 418 9799,https://www.farmaciasdeservico.net/f/5991/Farmacia_Mota_Capitao/,https://maps.google.com/?cid=5826830957241545138,
239,OPERATIONAL,"{'location': {'lat': 38.70778000000001, 'lng': -9.232717599999999}, 'viewport': {'northeast': {'lat': 38.70913047989272, 'lng': -9.231311070107278}, 'southwest': {'lat': 38.70643082010728, 'lng': -9.234010729892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Alto de Algés,{'open_now': True},"[{'height': 3968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112147528426393584735"">A Google User</a>'], 'photo_reference': 'Aap_uEC0Ok5uCqsX-buqRvl8x5xwLZecB7KkdQSoiJ0kasi_BFQ8mZbqpY-1214F9mMQovkhoDqn7NxL2QB_AcLFEM8yCod-b0g1eTqMkkmocFDS979dPJUSARL6HnqHF0zE92LTFf-0qayvFz7DUF1igc1x8PLvBFGfvNp1zCtVhPCZvltc', 'width': 2976}]",ChIJew1SQoDMHg0RGbUc9LMQ65c,"{'compound_code': 'PQ58+4W Algés', 'global_code': '8CCGPQ58+4W'}",4.8,ChIJew1SQoDMHg0RGbUc9LMQ65c,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",22.0,"Rua da Eira 26A, Algés",21 396 1453,+351 21 396 1453,https://pt-pt.facebook.com/Farm%C3%A1cia-Alto-de-Alg%C3%A9s-256410997796397/,https://maps.google.com/?cid=10946861684334834969,
240,OPERATIONAL,"{'location': {'lat': 38.7153536, 'lng': -9.2281924}, 'viewport': {'northeast': {'lat': 38.71667147989272, 'lng': -9.226822820107278}, 'southwest': {'lat': 38.71397182010728, 'lng': -9.229522479892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"GlaxoSmithKline, Produtos Farmacêuticos Lda.",{'open_now': False},"[{'height': 2491, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118259637251654052617"">Mario fernando</a>'], 'photo_reference': 'Aap_uEDtezbXTKnIm0cW8D7UO1-BIJbnM6w0f7Wo9htTiXanENH4Um8YBfPwUYfKl_klXIj30z8n8tCFxI9RI_Y6Zpv-GtcHKvLZnW6-SjJGkSt4aqoE_TtjBvFUcbHuYMGSbNHg30AsNPzsTUuHRsPOs9JC6ckY7fcNwDzMoKRKGx9bA2EB', 'width': 3736}]",ChIJKVXh54XMHg0ReYWq0wMWVBM,"{'compound_code': 'PQ8C+4P Algés', 'global_code': '8CCGPQ8C+4P'}",4.2,ChIJKVXh54XMHg0ReYWq0wMWVBM,GOOGLE,"['health', 'point_of_interest', 'establishment']",9.0,"R. Dr. António Loureiro Borges 3, Algés",21 412 9500,+351 21 412 9500,https://pt.gsk.com/,https://maps.google.com/?cid=1392762390456206713,
241,OPERATIONAL,"{'location': {'lat': 38.7511883, 'lng': -9.180456099999999}, 'viewport': {'northeast': {'lat': 38.75253792989272, 'lng': -9.178911270107278}, 'southwest': {'lat': 38.74983827010728, 'lng': -9.181610929892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Alto dos Moinhos,{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118253152154972025219"">A Google User</a>'], 'photo_reference': 'Aap_uEDDHDvNv7jiDHPJ6f2YqpM8avpNuQThvrSp23VsT4jeLKh4-LO0dwTEHTWN1fY9-MinfAmdpBdbCwHVKmmeh_GJDfgnARIsj4jXygieDifMzTJM-OvAgaQ8V6KD9u5cBe7pLKry0EAyvvLh-b6XfZ1a3B6nYOuzep55BizfuWVQ3Q9w', 'width': 800}]",ChIJlUrwHigzGQ0RqqxG-L88ctQ,"{'compound_code': 'QR29+FR Lisbon', 'global_code': '8CCGQR29+FR'}",4.9,ChIJlUrwHigzGQ0RqqxG-L88ctQ,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",997.0,"R. João de Freitas Branco 15A B, Lisboa",21 726 4450,+351 21 726 4450,https://farmaciaaltodosmoinhos.com/,https://maps.google.com/?cid=15308364878587538602,
242,OPERATIONAL,"{'location': {'lat': 38.7467113, 'lng': -9.184878399999999}, 'viewport': {'northeast': {'lat': 38.74810222989272, 'lng': -9.183498820107276}, 'southwest': {'lat': 38.74540257010727, 'lng': -9.18619847989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Farmácia Sousa,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115742879664749917851"">Helder Guégués</a>'], 'photo_reference': 'Aap_uECyoAcLwNzk3IykBfnkqmE5SVTsBSPE1iocp97XM6PLjoWvP9bT-69D_crHmWIgj3bbqMogH51iMkbePA2LEwzCBLhp_pnFI4XG22jilgiGvv38WnkscYhtINWgBJbEHF5Cq28BJrvnW328lHcta4XJUi1r2zTDg63sAU63nbMuFGGV', 'width': 5184}]",ChIJZ1ZY-yszGQ0RYgwqOWLu0s0,"{'compound_code': 'PRW8+M2 Lisbon', 'global_code': '8CCGPRW8+M2'}",4.3,ChIJZ1ZY-yszGQ0RYgwqOWLu0s0,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",52.0,"Estr. de Benfica 429A, Lisboa",21 255 5006,+351 21 255 5006,https://farma-sousamarques.negocio.site/?utm_source=gmb&utm_medium=referral,https://maps.google.com/?cid=1586256082974426838,
243,OPERATIONAL,"{'location': {'lat': 38.7491315, 'lng': -9.1900198}, 'viewport': {'northeast': {'lat': 38.75043697989273, 'lng': -9.188673370107278}, 'southwest': {'lat': 38.74773732010728, 'lng': -9.191373029892722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Pharmacy Benfiluz,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104131694381231450635"">A Google User</a>'], 'photo_reference': 'Aap_uEDt-1DOTpEw-qeCvuTwGP-ElzjNw-kHp6L9v668kiFqPlrxBUFpPJkRzTf0poSmBJMAD1Ny9pepeoqvJo-sk-US99qmowteSbTKUv8eeCQD7CgnlZupndQpe7sqG8rxo3Zw9zSuoZg84M86gCcZ_yNcfASZDJuXaDH_aoWxrFAZa1sT', 'width': 3264}]",ChIJfasXzSozGQ0RIrZIZrMAggo,"{'compound_code': 'PRX5+MX Lisbon', 'global_code': '8CCGPRX5+MX'}",4.4,ChIJfasXzSozGQ0RIrZIZrMAggo,GOOGLE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",12.0,"Estr. de Benfica 444, Lisboa",21 714 1206,+351 21 714 1206,https://pt-pt.facebook.com/Benfiluz/,https://maps.google.com/?cid=757168457866851874,
